"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	35
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	54
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	83
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	105
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	125
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	166
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	155
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	266
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"60-64 years "	"60-64"	"Female"	"F"	204
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	371
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"65-69 years"	"65-69"	"Female"	"F"	263
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	406
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"70-74 years"	"70-74"	"Female"	"F"	253
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	424
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"75-79 years"	"75-79"	"Female"	"F"	237
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	361
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"80-84 years"	"80-84"	"Female"	"F"	148
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	209
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	89
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	95
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	18
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	22
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"60-64 years "	"60-64"	"Female"	"F"	24
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	32
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"65-69 years"	"65-69"	"Female"	"F"	27
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	34
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"70-74 years"	"70-74"	"Female"	"F"	28
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	30
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"75-79 years"	"75-79"	"Female"	"F"	33
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2005"	"2005"	"80-84 years"	"80-84"	"Female"	"F"	16
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	20
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	39
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	63
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	74
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	108
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	138
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	158
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"60-64 years "	"60-64"	"Female"	"F"	215
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	266
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"65-69 years"	"65-69"	"Female"	"F"	280
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	325
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"70-74 years"	"70-74"	"Female"	"F"	315
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	368
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"75-79 years"	"75-79"	"Female"	"F"	310
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	338
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"80-84 years"	"80-84"	"Female"	"F"	214
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	257
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	147
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	125
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	16
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	29
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	41
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	62
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	76
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	104
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	114
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	188
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"60-64 years "	"60-64"	"Female"	"F"	162
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	244
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"65-69 years"	"65-69"	"Female"	"F"	194
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	279
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"70-74 years"	"70-74"	"Female"	"F"	168
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	275
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"75-79 years"	"75-79"	"Female"	"F"	156
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	252
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"80-84 years"	"80-84"	"Female"	"F"	95
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	185
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	59
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	76
