"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	35
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	45
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	60
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	83
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	95
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	167
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	156
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	241
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"60-64 years "	"60-64"	"Female"	"F"	184
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"60-64 years "	"60-64"	"Male"	"M"	333
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"65-69 years"	"65-69"	"Female"	"F"	241
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	412
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"70-74 years"	"70-74"	"Female"	"F"	257
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	440
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"75-79 years"	"75-79"	"Female"	"F"	198
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	367
