"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	34
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	22
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	61
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	88
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	142
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	182
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	172
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	278
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"60-64 years "	"60-64"	"Female"	"F"	232
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	408
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	290
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	491
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	332
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	394
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	226
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	344
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	182
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	209
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	125
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	143
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	16
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	16
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	32
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	36
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	32
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	36
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	25
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	21
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	17
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	41
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	32
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	86
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	98
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	149
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	149
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"60-64 years "	"60-64"	"Female"	"F"	206
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	256
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	319
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	395
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	350
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	375
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	314
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	362
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	257
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	283
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	184
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	181
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	36
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	38
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	84
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	111
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	108
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	202
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"60-64 years "	"60-64"	"Female"	"F"	132
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	235
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	216
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	326
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	197
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	284
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	168
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	241
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	109
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	154
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	78
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	101
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	18
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	19
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"35-39 years"	"35-39"	"Female"	"F"	31
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	41
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	75
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	87
	"Respiratory System"	"22010-22060"	"California"	"06"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	188
