"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"40-44 years"	"40-44"	"Female"	"F"	36
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"40-44 years"	"40-44"	"Male"	"M"	48
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"45-49 years"	"45-49"	"Female"	"F"	69
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"45-49 years"	"45-49"	"Male"	"M"	116
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"50-54 years"	"50-54"	"Female"	"F"	101
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	176
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"55-59 years"	"55-59"	"Female"	"F"	166
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	296
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"60-64 years "	"60-64"	"Female"	"F"	203
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	394
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"65-69 years"	"65-69"	"Female"	"F"	250
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	426
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"70-74 years"	"70-74"	"Female"	"F"	244
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	418
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"75-79 years"	"75-79"	"Female"	"F"	219
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	363
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"80-84 years"	"80-84"	"Female"	"F"	159
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	234
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	74
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	102
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"55-59 years"	"55-59"	"Female"	"F"	18
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	18
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"60-64 years "	"60-64"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	34
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"65-69 years"	"65-69"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	43
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"70-74 years"	"70-74"	"Female"	"F"	25
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	27
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"75-79 years"	"75-79"	"Female"	"F"	25
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	24
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"40-44 years"	"40-44"	"Female"	"F"	25
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"40-44 years"	"40-44"	"Male"	"M"	17
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"45-49 years"	"45-49"	"Female"	"F"	51
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"45-49 years"	"45-49"	"Male"	"M"	53
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"50-54 years"	"50-54"	"Female"	"F"	76
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	90
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"55-59 years"	"55-59"	"Female"	"F"	135
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	165
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"60-64 years "	"60-64"	"Female"	"F"	194
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	266
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"65-69 years"	"65-69"	"Female"	"F"	246
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	349
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"70-74 years"	"70-74"	"Female"	"F"	301
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	352
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"75-79 years"	"75-79"	"Female"	"F"	244
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	380
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"80-84 years"	"80-84"	"Female"	"F"	201
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	228
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	129
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	135
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"40-44 years"	"40-44"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"40-44 years"	"40-44"	"Male"	"M"	27
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"45-49 years"	"45-49"	"Female"	"F"	47
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"45-49 years"	"45-49"	"Male"	"M"	63
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"50-54 years"	"50-54"	"Female"	"F"	69
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	103
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"55-59 years"	"55-59"	"Female"	"F"	115
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	208
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2004"	"2004"	"60-64 years "	"60-64"	"Female"	"F"	140
