"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"40-44 years"	"40-44"	"Male"	"M"	23
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"45-49 years"	"45-49"	"Female"	"F"	59
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"45-49 years"	"45-49"	"Male"	"M"	78
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"50-54 years"	"50-54"	"Female"	"F"	118
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"50-54 years"	"50-54"	"Male"	"M"	213
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"55-59 years"	"55-59"	"Female"	"F"	155
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"55-59 years"	"55-59"	"Male"	"M"	289
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"60-64 years "	"60-64"	"Female"	"F"	246
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	422
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"65-69 years"	"65-69"	"Female"	"F"	309
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	452
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"70-74 years"	"70-74"	"Female"	"F"	257
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	429
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"75-79 years"	"75-79"	"Female"	"F"	224
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	353
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"80-84 years"	"80-84"	"Female"	"F"	175
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	270
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	114
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	137
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"55-59 years"	"55-59"	"Female"	"F"	22
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"55-59 years"	"55-59"	"Male"	"M"	32
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"60-64 years "	"60-64"	"Female"	"F"	28
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	31
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"65-69 years"	"65-69"	"Female"	"F"	35
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"70-74 years"	"70-74"	"Female"	"F"	21
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	33
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2010"	"2010"	"75-79 years"	"75-79"	"Female"	"F"	28
