"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	41
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	39
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	83
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	108
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	109
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	174
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	150
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	287
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"60-64 years "	"60-64"	"Female"	"F"	226
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	384
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"65-69 years"	"65-69"	"Female"	"F"	273
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	447
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	272
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	407
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	235
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	345
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	171
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	233
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	87
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	99
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	26
