"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	16
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	24
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	53
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	47
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	100
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	97
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	153
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	125
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	241
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	195
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	332
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	212
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	397
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	243
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	431
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	215
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	347
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Female"	"F"	108
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	187
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	73
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	102
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	20
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	21
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	22
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	20
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	24
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	21
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	24
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	37
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	55
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	88
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	98
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	115
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	156
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	189
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	212
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	238
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	335
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	298
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	365
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	277
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	343
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"80-84 years"	"80-84"	"Female"	"F"	177
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	214
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	76
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	74
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	32
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	27
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	50
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	56
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	103
