"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"40-44 years"	"40-44"	"Female"	"F"	18
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"40-44 years"	"40-44"	"Male"	"M"	24
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	"Female"	"F"	60
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	"Male"	"M"	61
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"Female"	"F"	111
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"Male"	"M"	175
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"Female"	"F"	213
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	270
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	"Female"	"F"	215
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	356
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"65-69 years"	"65-69"	"Female"	"F"	276
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	452
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"70-74 years"	"70-74"	"Female"	"F"	300
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	434
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"75-79 years"	"75-79"	"Female"	"F"	264
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	342
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	157
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	240
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	112
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	133
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	25
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"60-64 years "	"60-64"	"Female"	"F"	22
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	31
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"65-69 years"	"65-69"	"Female"	"F"	29
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"70-74 years"	"70-74"	"Female"	"F"	27
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	29
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	30
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	16
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"45-49 years"	"45-49"	"Female"	"F"	22
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"45-49 years"	"45-49"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"50-54 years"	"50-54"	"Female"	"F"	67
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"50-54 years"	"50-54"	"Male"	"M"	88
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"55-59 years"	"55-59"	"Female"	"F"	115
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	208
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"60-64 years "	"60-64"	"Female"	"F"	237
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	263
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"65-69 years"	"65-69"	"Female"	"F"	324
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	400
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"Female"	"F"	378
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	455
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"Female"	"F"	338
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	356
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	243
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	301
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	216
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	182
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2013"	"2013"	"40-44 years"	"40-44"	"Male"	"M"	18
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2013"	"2013"	"45-49 years"	"45-49"	"Female"	"F"	40
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2013"	"2013"	"45-49 years"	"45-49"	"Male"	"M"	37
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2013"	"2013"	"50-54 years"	"50-54"	"Female"	"F"	94
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2013"	"2013"	"50-54 years"	"50-54"	"Male"	"M"	109
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2013"	"2013"	"55-59 years"	"55-59"	"Female"	"F"	138
